code,name,size,material,category
110101400100600,不锈钢管,DN400,304,管材
110101500100600,不锈钢管,DN500,304,管材
110101600100600,不锈钢管,DN600,304,管材
110103065015300,不锈钢管,DN65,304,管材
110103065015600,不锈钢管,DN65,304,管材
110103080015300,不锈钢管,DN80,304,管材
110103080015600,不锈钢管,DN80,304,管材
110103100015600,不锈钢管,DN100,304,管材
110201015010300,覆塑管红色,DN15,304,覆塑管
110201015010600,覆塑管红色,DN15,304,覆塑管
110201020012300,覆塑管红色,DN20,304,覆塑管
110201020012600,覆塑管红色,DN20,304,覆塑管
110201025012300,覆塑管红色,DN25,304,覆塑管
110201025012600,覆塑管红色,DN25,304,覆塑管
110201032015300,覆塑管红色,DN32,304,覆塑管
110201032015600,覆塑管红色,DN32,304,覆塑管
110201040015300,覆塑管红色,DN40,304,覆塑管
110201040015600,覆塑管红色,DN40,304,覆塑管
110201050015600,覆塑管红色,DN50,304,覆塑管
110201060015600,覆塑管红色,DN60,304,覆塑管
110201065020300,覆塑管红色,DN65,304,覆塑管
110201065020320,覆塑管红色(A-UV),DN65,304,覆塑管
110201065020400,覆塑管红色,DN65,304,覆塑管
110201065020600,覆塑管红色,DN65,304,覆塑管
110201065020620,覆塑管红色(A-UV),DN65,304,覆塑管
110201080020300,覆塑管红色,DN80,304,覆塑管
110201080020600,覆塑管红色,DN80,304,覆塑管
110201100020300,覆塑管红色,DN100,304,覆塑管
110201100020600,覆塑管红色,DN100,304,覆塑管
110204015010300,覆塑管蓝色,DN15,304,覆塑管
110204015010320,覆塑管蓝色(A-UV),DN15,304,覆塑管
110204015010600,覆塑管蓝色,DN15,304,覆塑管
110204015010620,覆塑管蓝色(A-UV),DN15,304,覆塑管
110204020012300,覆塑管蓝色,DN20,304,覆塑管
110204020012320,覆塑管蓝色(A-UV),DN20,304,覆塑管
110204020012600,覆塑管蓝色,DN20,304,覆塑管
110204025012300,覆塑管蓝色,DN25,304,覆塑管
110204025012320,覆塑管蓝色(A-UV),DN25,304,覆塑管
110204025012600,覆塑管蓝色,DN25,304,覆塑管
110204025012620,覆塑管蓝色(A-UV),DN25,304,覆塑管
110204032015300,覆塑管蓝色,DN32,304,覆塑管
110204032015320,覆塑管蓝色(A-UV),DN32,304,覆塑管
110204032015600,覆塑管蓝色,DN32,304,覆塑管
110204032015620,覆塑管蓝色(A-UV),DN32,304,覆塑管
110204040015300,覆塑管蓝色,DN40,304,覆塑管
110204040015320,覆塑管蓝色(A-UV),DN40,304,覆塑管
110204040015600,覆塑管蓝色,DN40,304,覆塑管
110204050015300,覆塑管蓝色,DN50,304,覆塑管
110204050015320,覆塑管蓝色(A-UV),DN50,304,覆塑管
110204050015600,覆塑管蓝色,DN50,304,覆塑管
110204050015620,覆塑管蓝色(A-UV),DN50,304,覆塑管
110204060015600,覆塑管蓝色,DN60,304,覆塑管
110204060015620,覆塑管蓝色(A-UV),DN60,304,覆塑管
110204065020300,覆塑管蓝色,DN65,304,覆塑管
110204065020320,覆塑管蓝色(A-UV),DN65,304,覆塑管
110204065020400,覆塑管蓝色,DN65,304,覆塑管
110204065020600,覆塑管蓝色,DN65,304,覆塑管
110204065020620,覆塑管蓝色(A-UV),DN65,304,覆塑管
110204080020300,覆塑管蓝色,DN80,304,覆塑管
110204080020320,覆塑管蓝色(A-UV),DN80,304,覆塑管
110204080020600,覆塑管蓝色,DN80,304,覆塑管
110204080020620,覆塑管蓝色(A-UV),DN80,304,覆塑管
110204100020300,覆塑管蓝色,DN100,304,覆塑管
110204100020320,覆塑管蓝色(A-UV),DN100,304,覆塑管
110204100020600,覆塑管蓝色,DN100,304,覆塑管
110204100020620,覆塑管蓝色(A-UV),DN100,304,覆塑管
110204150025600,覆塑管蓝色,DN150,304,覆塑管
110210065020300,覆塑管深蓝色,DN65,304,覆塑管
110210065020600,覆塑管深蓝色,DN65,304,覆塑管
110210080020300,覆塑管深蓝色,DN80,304,覆塑管
110210080020600,覆塑管深蓝色,DN80,304,覆塑管
110301015010600,防腐保温管红色,DN15,304,保温管
110301015010601,防腐保温管红色,DN15,304,保温管
110301020012600,防腐保温管红色,DN20,304,保温管
110301020012601,防腐保温管红色,DN20,304,保温管
110301025012600,防腐保温管红色,DN25,304,保温管
110301025012601,防腐保温管红色,DN25,304,保温管
110301032015600,防腐保温管红色,DN32,304,保温管
110301032015601,防腐保温管红色,DN32,304,保温管
110301032015602,防腐保温管红色,DN32,304,保温管
110301040015600,防腐保温管红色,DN40,304,保温管
110301040015601,防腐保温管红色,DN40,304,保温管
110301050015600,防腐保温管红色,DN50,304,保温管
110301050015601,防腐保温管红色,DN50,304,保温管
110304015010600,防腐保温管蓝色,DN15,304,保温管
110304015010601,防腐保温管蓝色,DN15,304,保温管
110304020012600,防腐保温管蓝色,DN20,304,保温管
110304020012601,防腐保温管蓝色,DN20,304,保温管
110304025012600,防腐保温管蓝色,DN25,304,保温管
110304025012601,防腐保温管蓝色,DN25,304,保温管
110304032015600,防腐保温管蓝色,DN32,304,保温管
110304032015601,防腐保温管蓝色,DN32,304,保温管
110304032015602,防腐保温管蓝色,DN32,304,保温管
110304040015600,防腐保温管蓝色,DN40,304,保温管
110304040015601,防腐保温管蓝色,DN40,304,保温管
110304050015600,防腐保温管蓝色,DN50,304,保温管
110304050015601,防腐保温管蓝色,DN50,304,保温管
110307015010600,防腐保温管银色,DN15,304,保温管
110307020010303,防腐保温管银色,DN15,304,保温管
110307020010304,防腐保温管银色,DN15,304,保温管
110307020010603,防腐保温管银色,DN15,304,保温管
110307020010604,防腐保温管银色,DN15,304,保温管
110307020012000,防腐保温管银色,DN20,304,保温管
110307020012303,防腐保温管银色,DN20,304,保温管
110307020012304,防腐保温管银色,DN20,304,保温管
110307020012600,防腐保温管银色,DN20,304,保温管
110307020012603,防腐保温管银色,DN20,304,保温管
110307020012604,防腐保温管银色,DN20,304,保温管
110307025012303,防腐保温管银色,DN25,304,保温管
110307025012304,防腐保温管银色,DN25,304,保温管
110307025012600,防腐保温管银色,DN25,304,保温管
110307025012601,防腐保温管银色,DN25,304,保温管
110307025012603,防腐保温管银色,DN25,304,保温管
110307025012604,防腐保温管银色,DN25,304,保温管
110307032015303,防腐保温管银色,DN32,304,保温管
110307032015304,防腐保温管银色,DN32,304,保温管
110307032015600,防腐保温管银色,DN32,304,保温管
110307032015603,防腐保温管银色,DN32,304,保温管
110307032015604,防腐保温管银色,DN32,304,保温管
110307040015303,防腐保温管银色,DN40,304,保温管
110307040015304,防腐保温管银色,DN40,304,保温管
110307040015603,防腐保温管银色,DN40,304,保温管
110307040015604,防腐保温管银色,DN40,304,保温管
110307050015301,防腐保温管银色,DN50,304,保温管
110307050015303,防腐保温管银色,DN50,304,保温管
110307050015304,防腐保温管银色,DN50,304,保温管
110307050015601,防腐保温管银色,DN50,304,保温管
110307050015603,防腐保温管银色,DN50,304,保温管
110307050015604,防腐保温管银色,DN50,304,保温管
110401015010600,瓦楞覆塑管红色,DN15,304,覆塑管
110401020012600,瓦楞覆塑管红色,DN20,304,覆塑管
110401025012600,瓦楞覆塑管红色,DN25,304,覆塑管
120101015008300,不锈钢管,DN15,304,管材
120101015008600,不锈钢管,DN15,304,管材
120101015010600,不锈钢管,DN15,304,管材
120101020010300,不锈钢管,DN20,304,管材
120101020010600,不锈钢管,DN20,304,管材
120101025010300,不锈钢管,DN25,304,管材
120101025010600,不锈钢管,DN25,304,管材
120101032012300,不锈钢管,DN32,304,管材
120101032012600,不锈钢管,DN32,304,管材
120101040012300,不锈钢管,DN40,304,管材
120101040012600,不锈钢管,DN40,304,管材
120101040015600,不锈钢管,DN40,304,管材
120101050012300,不锈钢管,DN50,304,管材
120101050012600,不锈钢管,DN50,304,管材
120101050015600,不锈钢管,DN50,304,管材
120103015006300,不锈钢管,DN15,304,管材
120103015006600,不锈钢管,DN15,304,管材
120103020008300,不锈钢管,DN20,304,管材
120103020008600,不锈钢管,DN20,304,管材
120103025008300,不锈钢管,DN25,304,管材
120103025008600,不锈钢管,DN25,304,管材
120103025012600,不锈钢管,DN25,304,管材
120103032010300,不锈钢管,DN32,304,管材
120103032010600,不锈钢管,DN32,304,管材
120103032015600,不锈钢管,DN32,304,管材
120103040010300,不锈钢管,DN40,304,管材
120103040010600,不锈钢管,DN40,304,管材
120103040012000,不锈钢管,DN40,304,管材
120103050010300,不锈钢管,DN50,304,管材
120103050010600,不锈钢管,DN50,304,管材
120103050012000,不锈钢管,DN50,304,管材
120103050012001,不锈钢管,DN50,304,管材
120201015008300,覆塑管红色,DN15,304,覆塑管
120201015008320,覆塑管红色(A-UV),DN15,304,覆塑管
120201015008600,覆塑管红色,DN15,304,覆塑管
120201020010300,覆塑管红色,DN20,304,覆塑管
120201020010320,覆塑管红色(A-UV),DN20,304,覆塑管
120201020010600,覆塑管红色,DN20,304,覆塑管
120201020010620,覆塑管红色(A-UV),DN20,304,覆塑管
120201025010300,覆塑管红色,DN25,304,覆塑管
120201025010320,覆塑管红色(A-UV),DN25,304,覆塑管
120201025010600,覆塑管红色,DN25,304,覆塑管
120201025010620,覆塑管红色(A-UV),DN25,304,覆塑管
120201032012300,覆塑管红色,DN32,304,覆塑管
120201032012320,覆塑管红色(A-UV),DN32,304,覆塑管
120201032012600,覆塑管红色,DN32,304,覆塑管
120201032012620,覆塑管红色(A-UA),DN32,304,覆塑管
120201040012300,覆塑管红色,DN40,304,覆塑管
120201040012320,覆塑管红色(A-UV),DN40,304,覆塑管
120201040012600,覆塑管红色,DN40,304,覆塑管
120201040012620,覆塑管红色(A-UV),DN40,304,覆塑管
120201050012300,覆塑管红色,DN50,304,覆塑管
120201050012320,覆塑管红色(A-UV),DN50,304,覆塑管
120201050012600,覆塑管红色,DN50,304,覆塑管
120201050012620,覆塑管红色(A-UV),DN50,304,覆塑管
120204015008000,覆塑管蓝色,DN15,304,覆塑管
120204015008300,覆塑管蓝色,DN15,304,覆塑管
120204015008320,覆塑管蓝色(A-UV),DN15,304,覆塑管
120204015008600,覆塑管蓝色,DN15,304,覆塑管
120204015008620,覆塑管蓝色(A-UV),DN15,304,覆塑管
120204020010300,覆塑管蓝色,DN20,304,覆塑管
120204020010320,覆塑管蓝色(A-UV),DN20,304,覆塑管
120204020010600,覆塑管蓝色,DN20,304,覆塑管
120204020010620,覆塑管蓝色(A-UV),DN20,304,覆塑管
120204025010300,覆塑管蓝色,DN25,304,覆塑管
120204025010320,覆塑管蓝色(A-UV),DN25,304,覆塑管
120204025010600,覆塑管蓝色,DN25,304,覆塑管
120204025010620,覆塑管蓝色(A-UV),DN25,304,覆塑管
120204032012300,覆塑管蓝色,DN32,304,覆塑管
120204032012320,覆塑管蓝色(A-UV),DN32,304,覆塑管
120204032012600,覆塑管蓝色,DN32,304,覆塑管
120204032012620,覆塑管蓝色(A-UV),DN32,304,覆塑管
120204040012300,覆塑管蓝色,DN40,304,覆塑管
120204040012320,覆塑管蓝色(A-UV),DN40,304,覆塑管
120204040012600,覆塑管蓝色,DN40,304,覆塑管
120204040012620,覆塑管蓝色(A-UV),DN40,304,覆塑管
120204050012300,覆塑管蓝色,DN50,304,覆塑管
120204050012320,覆塑管蓝色(A-UV),DN50,304,覆塑管
120204050012600,覆塑管蓝色,DN50,304,覆塑管
120204050012620,覆塑管蓝色(A-UV),DN50,304,覆塑管
120206015006300,覆塑管蓝色,DN15,304,覆塑管
120206015006600,覆塑管蓝色,DN15,304,覆塑管
120206020008300,覆塑管蓝色,DN20,304,覆塑管
120206020008600,覆塑管蓝色,DN20,304,覆塑管
120206025008300,覆塑管蓝色,DN25,304,覆塑管
120206025008600,覆塑管蓝色,DN25,304,覆塑管
120206032010300,覆塑管蓝色,DN32,304,覆塑管
120206032010600,覆塑管蓝色,DN32,304,覆塑管
120301015008600,防腐保温管红色,DN15,304,保温管
120301015008601,防腐保温管红色,DN15,304,保温管
120301020010600,防腐保温管红色,DN20,304,保温管
120301020010601,防腐保温管红色,DN20,304,保温管
120301025010600,防腐保温管红色,DN25,304,保温管
120301025010601,防腐保温管红色,DN25,304,保温管
120301032012600,防腐保温管红色,DN32,304,保温管
120301032012601,防腐保温管红色,DN32,304,保温管
120301032012602,防腐保温管红色,DN32,304,保温管
120301040012600,防腐保温管红色,DN40,304,保温管
120301040012601,防腐保温管红色,DN40,304,保温管
120301050012600,防腐保温管红色,DN50,304,保温管
120301050012601,防腐保温管红色,DN50,304,保温管
120304015008600,防腐保温管蓝色,DN15,304,保温管
120304015008601,防腐保温管蓝色,DN15,304,保温管
120304020010600,防腐保温管蓝色,DN20,304,保温管
120304020010601,防腐保温管蓝色,DN20,304,保温管
120304025010600,防腐保温管蓝色,DN25,304,保温管
120304025010601,防腐保温管蓝色,DN25,304,保温管
120304032012600,防腐保温管蓝色,DN32,304,保温管
120304032012601,防腐保温管蓝色,DN32,304,保温管
120304032012602,防腐保温管蓝色,DN32,304,保温管
120304040012600,防腐保温管蓝色,DN40,304,保温管
120304040012601,防腐保温管蓝色,DN40,304,保温管
120304050012600,防腐保温管蓝色,DN50,304,保温管
120304050012601,防腐保温管蓝色,DN50,304,保温管
120307015008300,防腐保温管银色,DN15,304,保温管
120307015008303,防腐保温管银色,DN15,304,保温管
120307015008304,防腐保温管银色,DN15,304,保温管
120307015008603,防腐保温管银色,DN15,304,保温管
120307015008604,防腐保温管银色,DN15,304,保温管
120307020010300,防腐保温管银色,DN20,304,保温管
120307020010303,防腐保温管银色,DN20,304,保温管
120307020010304,防腐保温管银色,DN20,304,保温管
120307020010600,防腐保温管银色,DN20,304,保温管
120307020010603,防腐保温管银色,DN20,304,保温管
120307020010604,防腐保温管银色,DN20,304,保温管
120307025008303,防腐保温管银色,DN25,304,保温管
120307025008304,防腐保温管银色,DN25,304,保温管
120307025008603,防腐保温管银色,DN25,304,保温管
120307025008604,防腐保温管银色,DN25,304,保温管
120307025010300,防腐保温管银色,DN25,304,保温管
120307025010600,防腐保温管银色,DN25,304,保温管
120307032012303,防腐保温管银色,DN32,304,保温管
120307032012304,防腐保温管银色,DN32,304,保温管
120307032012600,防腐保温管银色,DN32,304,保温管
120307032012603,防腐保温管银色,DN32,304,保温管
120307032012604,防腐保温管银色,DN32,304,保温管
120307040012303,防腐保温管银色,DN40,304,保温管
120307040012304,防腐保温管银色,DN40,304,保温管
120307040012603,防腐保温管银色,DN40,304,保温管
120307040012604,防腐保温管银色,DN40,304,保温管
120307050012302,防腐保温管银色,DN50,304,保温管
120307050012303,防腐保温管银色,DN50,304,保温管
120307050012304,防腐保温管银色,DN50,304,保温管
120307050012600,防腐保温管银色,DN50,304,保温管
120307050012602,防腐保温管银色,DN50,304,保温管
120307050012603,防腐保温管银色,DN50,304,保温管
120307050012604,防腐保温管银色,DN50,304,保温管
120401015008600,瓦楞覆塑管红色,DN15,304,覆塑管
120401020010600,瓦楞覆塑管红色,DN20,304,覆塑管
120401025010600,瓦楞覆塑管红色,DN25,304,覆塑管
130101015000301,不锈钢管,DN15,304,管材
130101015006300,不锈钢管(环压),DN15,304,管材
130101015006600,不锈钢管(环压),DN15,304,管材
130101015008300,不锈钢管,DN15,304,管材
130101015008600,不锈钢管,DN15,304,管材
130101015010300,不锈钢管,DN15,304,管材
130101015010600,不锈钢管,DN15,304,管材
130101020000300,不锈钢管,DN20,304,管材
130101020007300,不锈钢管(环压）,DN20,304,管材
130101020007600,不锈钢管(环压),DN20,304,管材
130101020008300,不锈钢管,DN20,304,管材
130101020008301,不锈钢管(环压）,DN20,304,管材
130101020008600,不锈钢管,DN20,304,管材
130101020008601,不锈钢管(环压）,DN20,304,管材
130101020010000,不锈钢管,DN20,304,管材
130101020010300,不锈钢管,DN20,304,管材
130101020010302,不锈钢管,DN20,304,管材
130101020010303,不锈钢管,DN20,304,管材
130101020010600,不锈钢管,DN20,304,管材
130101020012300,不锈钢管,DN20,304,管材
130101020012600,不锈钢管,DN20,304,管材
130101025000300,不锈钢管,DN25,304,管材
130101025008300,不锈钢管(环压）,DN25,304,管材
130101025008600,不锈钢管(环压),DN25,304,管材
130101025010000,不锈钢管,DN25,304,管材
130101025010300,不锈钢管,DN25,304,管材
130101025010600,不锈钢管,DN25,304,管材
130101025012300,不锈钢管,DN25,304,管材
130101025012600,不锈钢管,DN25,304,管材
130101032010300,不锈钢管(环压）,DN32,304,管材
130101032010600,不锈钢管,DN32,304,管材
130101032010601,不锈钢管(环压）,DN32,304,管材
130101032012000,不锈钢管,DN32,304,管材
130101032012300,不锈钢管,DN32,304,管材
130101032012600,不锈钢管,DN32,304,管材
130101032015300,不锈钢管,DN32,304,管材
130101032015600,不锈钢管,DN32,304,管材
130101040010300,不锈钢管(环压),DN40,304,管材
130101040010600,不锈钢管(环压）,DN40,304,管材
130101040012300,不锈钢管,DN40,304,管材
130101040012600,不锈钢管,DN40,304,管材
130101040015300,不锈钢管,DN40,304,管材
130101040015600,不锈钢管,DN40,304,管材
130101050010300,不锈钢管(环压),DN50,304,管材
130101050010600,不锈钢管(环压),DN50,304,管材
130101050012000,不锈钢管,DN50,304,管材
130101050012200,不锈钢管,DN50,304,管材
130101050012300,不锈钢管,DN50,304,管材
130101050012301,不锈钢管(环压),DN50,304,管材
130101050012600,不锈钢管,DN50,304,管材
130101050012601,不锈钢管(环压),DN50,304,管材
130101050015300,不锈钢管,DN50,304,管材
130101050015600,不锈钢管,DN50,304,管材
130101060012300,不锈钢管(环压）,DN60,304,管材
130101060012600,不锈钢管（环压）,DN60,304,管材
130101060015300,不锈钢管,DN60,304,管材
130101060015600,不锈钢管,DN60,304,管材
130101065015300,不锈钢管(环压),DN65,304,管材
130101065015600,不锈钢管(环压）,DN65,304,管材
130101080000300,不锈钢管,DN80,304,管材
130101080015300,不锈钢管(环压),DN80,304,管材
130101080015600,不锈钢管(环压),DN80,304,管材
130101100000300,不锈钢管,DN100,304,管材
130101100000600,不锈钢管,DN100,304,管材
130101100015300,不锈钢管,DN100,304,管材
130101100015301,不锈钢管(环压),DN100,304,管材
130101100015600,不锈钢管(环压）,DN100,304,管材
130101100015601,不锈钢管,DN100,304,管材
130101100020000,不锈钢管,DN100,304,管材
130101100020300,不锈钢管,DN100,304,管材
130101100020600,不锈钢管,DN100,304,管材
130101100035600,不锈钢管,DN100,304,管材
130201015006300,覆塑管红色(环压),DN15,304,覆塑管
130201015006600,覆塑管红色(环压),DN15,304,覆塑管
130201015008300,覆塑管红色,DN15,304,覆塑管
130201015008320,覆塑管红色(A-UV),DN15,304,覆塑管
130201015008600,覆塑管红色,DN15,304,覆塑管
130201015008620,覆塑管红色(A-UV）,DN15,304,覆塑管
130201015010000,覆塑管红色,DN15,304,覆塑管
130201015010300,覆塑管红色,DN15,304,覆塑管
130201015010320,覆塑管红色(A-UV),DN15,304,覆塑管
130201015010600,覆塑管红色,DN15,304,覆塑管
130201015010620,覆塑管红色(A-UV),DN15,304,覆塑管
130201020000300,覆塑管红色,DN20,304,覆塑管
130201020007300,覆塑管红色(环压),DN20,304,覆塑管
130201020007600,覆塑管红色(环压),DN20,304,覆塑管
130201020008300,覆塑管红色(环压),DN20,304,覆塑管
130201020008600,覆塑管红色(环压),DN20,304,覆塑管
130201020010300,覆塑管红色,DN20,304,覆塑管
130201020010320,覆塑管红色(A-UV),DN20,304,覆塑管
130201020010600,覆塑管红色,DN20,304,覆塑管
130201020010620,覆塑管红色(A-UV),DN20,304,覆塑管
130201020012300,覆塑管红色,DN20,304,覆塑管
130201020012320,覆塑管红色(A-UV),DN20,304,覆塑管
130201020012600,覆塑管红色,DN20,304,覆塑管
130201020012620,覆塑管红色(A-UV）,DN20,304,覆塑管
130201025000300,覆塑管红色,DN25,304,覆塑管
130201025008300,覆塑管红色(环压),DN25,304,覆塑管
130201025008600,覆塑管红色(环压),DN25,304,覆塑管
130201025010300,覆塑管红色,DN25,304,覆塑管
130201025010320,覆塑管红色(A-VU),DN25,304,覆塑管
130201025010600,覆塑管红色,DN25,304,覆塑管
130201025010620,覆塑管红色(A-VU),DN25,304,覆塑管
130201025012300,覆塑管红色,DN25,304,覆塑管
130201025012320,覆塑管红色(A-VU）,DN25,304,覆塑管
130201025012600,覆塑管红色,DN25,304,覆塑管
130201025012620,覆塑管红色(A-VU）,DN25,304,覆塑管
130201032010300,覆塑管红色(环压),DN32,304,覆塑管
130201032010600,覆塑管红色(环压),DN32,304,覆塑管
130201032012300,覆塑管红色,DN32,304,覆塑管
130201032012320,覆塑管红色(A-UV),DN32,304,覆塑管
130201032012400,覆塑管红色,DN32,304,覆塑管
130201032012600,覆塑管红色,DN32,304,覆塑管
130201032012620,覆塑管红色(A-UV),DN32,304,覆塑管
130201032015300,覆塑管红色,DN32,304,覆塑管
130201032015600,覆塑管红色,DN32,304,覆塑管
130201040010300,覆塑管红色(环压),DN40,304,覆塑管
130201040010600,覆塑管红色(环压),DN40,304,覆塑管
130201040012300,覆塑管红色,DN40,304,覆塑管
130201040012320,覆塑管红色(A-UV),DN40,304,覆塑管
130201040012600,覆塑管红色,DN40,304,覆塑管
130201040012620,覆塑管红色(A-UV),DN40,304,覆塑管
130201040015300,覆塑管红色,DN40,304,覆塑管
130201050010300,覆塑管红色(环压),DN50,304,覆塑管
130201050010600,覆塑管红色(环压),DN50,304,覆塑管
130201050012300,覆塑管红色,DN50,304,覆塑管
130201050012320,覆塑管红色(A-UV),DN50,304,覆塑管
130201050012600,覆塑管红色,DN50,304,覆塑管
130201050012620,覆塑管红色(A-UV),DN50,304,覆塑管
130201065012600,覆塑管蓝色(环压),DN65,304,覆塑管
130201080012600,覆塑管蓝色(环压),DN80,304,覆塑管
130201100020300,覆塑管红色,DN100,304,覆塑管
130201100020320,覆塑管红色(A-UV),DN100,304,覆塑管
130201100020600,覆塑管红色,DN100,304,覆塑管
130204015006300,覆塑管蓝色(环压）,DN15,304,覆塑管
130204015006600,覆塑管蓝色（环压）,DN15,304,覆塑管
130204015008300,覆塑管蓝色,DN15,304,覆塑管
130204015008320,覆塑管蓝色(A-UV),DN15,304,覆塑管
130204015008600,覆塑管蓝色,DN15,304,覆塑管
130204015008620,覆塑管蓝色(A-UV),DN15,304,覆塑管
130204015010000,覆塑管蓝色,DN15,304,覆塑管
130204015010300,覆塑管蓝色,DN15,304,覆塑管
130204015010320,覆塑管蓝色(A-UV),DN15,304,覆塑管
130204015010600,覆塑管蓝色,DN15,304,覆塑管
130204015010620,覆塑管蓝色(A-UV),DN15,304,覆塑管
130204020000300,覆塑管蓝色,DN20,304,覆塑管
130204020007300,覆塑管蓝色(环压),DN20,304,覆塑管
130204020007600,覆塑管蓝色（环压）,DN20,304,覆塑管
130204020008300,覆塑管蓝色(环压),DN20,304,覆塑管
130204020008600,覆塑管蓝色(环压),DN20,304,覆塑管
130204020010000,覆塑管蓝色,DN20,304,覆塑管
130204020010300,覆塑管蓝色,DN20,304,覆塑管
130204020010320,覆塑管蓝色(A-UV),DN20,304,覆塑管
130204020010600,覆塑管蓝色,DN20,304,覆塑管
130204020010620,覆塑管蓝色(A-UV),DN20,304,覆塑管
130204020012300,覆塑管蓝色,DN20,304,覆塑管
130204020012320,覆塑管蓝色(A-UV),DN20,304,覆塑管
130204020012600,覆塑管蓝色,DN20,304,覆塑管
130204020012620,覆塑管蓝色(A-UV),DN20,304,覆塑管
130204025000300,覆塑管蓝色,DN25,304,覆塑管
130204025008300,覆塑管蓝色(环压),DN25,304,覆塑管
130204025008600,覆塑管蓝色（环压）,DN25,304,覆塑管
130204025010300,覆塑管蓝色,DN25,304,覆塑管
130204025010320,覆塑管蓝色(A-UV),DN25,304,覆塑管
130204025010600,覆塑管蓝色,DN25,304,覆塑管
130204025010620,覆塑管蓝色(A-UV),DN25,304,覆塑管
130204025012300,覆塑管蓝色,DN25,304,覆塑管
130204025012320,覆塑管蓝色(A-UV),DN25,304,覆塑管
130204025012600,覆塑管蓝色,DN25,304,覆塑管
130204025012620,覆塑管蓝色(A-UV),DN25,304,覆塑管
130204032010300,覆塑管蓝色(环压）,DN32,304,覆塑管
130204032010600,覆塑管蓝色(环压）,DN32,304,覆塑管
130204032012300,覆塑管蓝色,DN32,304,覆塑管
130204032012320,覆塑管蓝色(A-UV),DN32,304,覆塑管
130204032012600,覆塑管蓝色,DN32,304,覆塑管
130204032012620,覆塑管蓝色(A-UV),DN32,304,覆塑管
130204032015300,覆塑管蓝色,DN32,304,覆塑管
130204032015600,覆塑管蓝色,DN32,304,覆塑管
130204040010300,覆塑管蓝色(环压),DN40,304,覆塑管
130204040010600,覆塑管蓝色(环压）,DN40,304,覆塑管
130204040012300,覆塑管蓝色,DN40,304,覆塑管
130204040012320,覆塑管蓝色(A-UV),DN40,304,覆塑管
130204040012600,覆塑管蓝色,DN40,304,覆塑管
